GAME_DATE,TEAM_NAME,MATCHUP,WL,PTS
2025-07-09,Phoenix Mercury,PHX vs. MIN,W,79
2025-07-09,Seattle Storm,SEA @ CON,L,83
2025-07-09,Chicago Sky,CHI vs. DAL,W,87
2025-07-09,Dallas Wings,DAL @ CHI,L,76
2025-07-09,Golden State Valkyries,GSV @ IND,W,80
2025-07-09,Indiana Fever,IND vs. GSV,L,61
2025-07-09,Connecticut Sun,CON vs. SEA,W,93
2025-07-09,Minnesota Lynx,MIN @ PHX,L,71
2025-07-08,Golden State Warriors,GSW vs. MIA,L,79
2025-07-08,San Antonio Spurs,SAS vs. LAL,L,88
2025-07-08,Utah Jazz,UTA vs. OKC,W,86
2025-07-08,Philadelphia 76ers,PHI vs. MEM,W,91
2025-07-08,Oklahoma City Thunder,OKC @ UTA,L,82
2025-07-08,New York Liberty,NYL vs. LVA,W,87
2025-07-08,Las Vegas Aces,LVA @ NYL,L,78
2025-07-08,Los Angeles Lakers,LAL @ SAS,W,89
2025-07-08,Washington Mystics,WAS vs. CHI,W,81
2025-07-08,Chicago Sky,CHI @ WAS,L,79
2025-07-08,Miami Heat,MIA @ GSW,W,93
2025-07-08,Memphis Grizzlies,MEM @ PHI,L,90
2025-07-07,Golden State Valkyries,GSV @ ATL,L,81
2025-07-07,Phoenix Mercury,PHX vs. DAL,W,102
2025-07-07,Oklahoma City Thunder,OKC @ PHI,W,89
2025-07-07,Philadelphia 76ers,PHI vs. OKC,L,78
2025-07-07,Atlanta Dream,ATL vs. GSV,W,90
2025-07-07,Utah Jazz,UTA vs. MEM,W,112
2025-07-07,Dallas Wings,DAL @ PHX,L,72
2025-07-07,Memphis Grizzlies,MEM @ UTA,L,111
2025-07-06,Connecticut Sun,CON vs. LVA,L,68
2025-07-06,Golden State Warriors,GSW vs. SAS,L,88
2025-07-06,New York Liberty,NYL vs. SEA,L,70
2025-07-06,Miami Heat,MIA vs. LAL,L,83
2025-07-06,Chicago Sky,CHI @ MIN,L,75
2025-07-06,Seattle Storm,SEA @ NYL,W,79
2025-07-06,Minnesota Lynx,MIN vs. CHI,W,80
2025-07-06,Las Vegas Aces,LVA @ CON,W,86
2025-07-06,Los Angeles Lakers,LAL @ MIA,W,103
2025-07-06,San Antonio Spurs,SAS @ GSW,W,90
2025-07-05,Memphis Grizzlies,MEM @ OKC,W,92
2025-07-05,Golden State Warriors,GSW vs. LAL,W,89
2025-07-05,Indiana Fever,IND vs. LAS,L,87
2025-07-05,Golden State Valkyries,GSV @ MIN,L,71
2025-07-05,Minnesota Lynx,MIN vs. GSV,W,82
2025-07-05,Los Angeles Sparks,LAS @ IND,W,89
2025-07-05,Oklahoma City Thunder,OKC vs. MEM,L,80
2025-07-05,Philadelphia 76ers,PHI @ UTA,L,89
2025-07-05,San Antonio Spurs,SAS @ MIA,L,69
2025-07-05,Los Angeles Lakers,LAL @ GSW,L,84
2025-07-05,Utah Jazz,UTA vs. PHI,W,93
2025-07-05,Miami Heat,MIA vs. SAS,W,82
2025-07-03,Phoenix Mercury,PHX @ DAL,L,89
2025-07-03,Dallas Wings,DAL vs. PHX,W,98
2025-07-03,Minnesota Lynx,MIN vs. WAS,W,92
2025-07-03,Indiana Fever,IND vs. LVA,W,81
2025-07-03,Las Vegas Aces,LVA @ IND,L,54
2025-07-03,Atlanta Dream,ATL vs. SEA,L,79
2025-07-03,Washington Mystics,WAS @ MIN,L,75
2025-07-03,New York Liberty,NYL vs. LAS,W,89
2025-07-03,Los Angeles Sparks,LAS @ NYL,L,79
2025-07-03,Seattle Storm,SEA @ ATL,W,80
2025-06-29,New York Liberty,NYL @ ATL,L,81
2025-06-29,Golden State Valkyries,GSV vs. SEA,W,84
2025-06-29,Phoenix Mercury,PHX vs. LVA,L,81
2025-06-29,Chicago Sky,CHI @ LAS,W,92
2025-06-29,Los Angeles Sparks,LAS vs. CHI,L,85
2025-06-29,Atlanta Dream,ATL vs. NYL,W,90
2025-06-29,Las Vegas Aces,LVA @ PHX,W,84
2025-06-29,Connecticut Sun,CON @ MIN,L,63
2025-06-29,Seattle Storm,SEA @ GSV,L,57
2025-06-29,Minnesota Lynx,MIN vs. CON,W,102
2025-06-28,Dallas Wings,DAL vs. WAS,W,79
2025-06-28,Washington Mystics,WAS @ DAL,L,71
2025-06-27,Atlanta Dream,ATL vs. MIN,L,92
2025-06-27,Dallas Wings,DAL vs. IND,L,86
2025-06-27,Golden State Valkyries,GSV vs. CHI,W,83
2025-06-27,Connecticut Sun,CON @ SEA,L,81
2025-06-27,Indiana Fever,IND @ DAL,W,94
2025-06-27,Seattle Storm,SEA vs. CON,W,97
2025-06-27,Chicago Sky,CHI @ GSV,L,78
2025-06-27,Minnesota Lynx,MIN @ ATL,W,96
2025-06-27,New York Liberty,NYL @ PHX,L,91
2025-06-27,Phoenix Mercury,PHX vs. NYL,W,106
2025-06-26,Indiana Fever,IND vs. LAS,L,75
2025-06-26,Las Vegas Aces,LVA vs. WAS,L,83
2025-06-26,Los Angeles Sparks,LAS @ IND,W,85
2025-06-26,Washington Mystics,WAS @ LVA,W,94
2025-06-25,New York Liberty,NYL @ GSV,W,81
2025-06-25,Golden State Valkyries,GSV vs. NYL,L,78
2025-06-25,Las Vegas Aces,LVA vs. CON,W,85
2025-06-25,Connecticut Sun,CON @ LVA,L,59
2025-06-24,Seattle Storm,SEA vs. IND,L,86
2025-06-24,Minnesota Lynx,MIN @ WAS,L,64
2025-06-24,Washington Mystics,WAS vs. MIN,W,68
2025-06-24,Los Angeles Sparks,LAS @ CHI,L,86
2025-06-24,Dallas Wings,DAL vs. ATL,W,68
2025-06-24,Chicago Sky,CHI vs. LAS,W,97
2025-06-24,Indiana Fever,IND @ SEA,W,94
2025-06-24,Atlanta Dream,ATL @ DAL,L,55
2025-06-22,Golden State Valkyries,GSV vs. CON,W,87
2025-06-22,Las Vegas Aces,LVA vs. IND,W,89
2025-06-22,Connecticut Sun,CON @ GSV,L,63
2025-06-22,Atlanta Dream,ATL vs. CHI,W,93
2025-06-22,Chicago Sky,CHI @ ATL,L,80
2025-06-22,Indiana Fever,IND @ LVA,L,81
2025-06-22,Dallas Wings,DAL @ WAS,L,88
2025-06-22,New York Liberty,NYL @ SEA,L,79
2025-06-22,Washington Mystics,WAS vs. DAL,W,91
2025-06-22,Seattle Storm,SEA vs. NYL,W,89
2025-06-21,Los Angeles Sparks,LAS @ MIN,L,66
2025-06-21,Minnesota Lynx,MIN vs. LAS,W,82
2025-06-21,Phoenix Mercury,PHX @ CHI,W,107
2025-06-21,Chicago Sky,CHI vs. PHX,L,86
2025-06-20,Las Vegas Aces,LVA vs. SEA,L,83
2025-06-20,Washington Mystics,WAS @ ATL,L,91
2025-06-20,Dallas Wings,DAL @ CON,W,86
2025-06-20,Atlanta Dream,ATL vs. WAS,W,92
2025-06-20,Seattle Storm,SEA @ LVA,W,90
2025-06-20,Connecticut Sun,CON vs. DAL,L,83
2025-06-19,Indiana Fever,IND @ GSV,L,77
2025-06-19,Golden State Valkyries,GSV vs. IND,W,88
2025-06-19,New York Liberty,NYL vs. PHX,L,81
2025-06-19,Phoenix Mercury,PHX @ NYL,W,89
2025-06-18,Connecticut Sun,CON vs. PHX,L,75
2025-06-18,Phoenix Mercury,PHX @ CON,W,83
2025-06-17,New York Liberty,NYL vs. ATL,W,86
2025-06-17,Atlanta Dream,ATL @ NYL,L,81
2025-06-17,Golden State Valkyries,GSV @ DAL,L,71
2025-06-17,Washington Mystics,WAS @ CHI,W,79
2025-06-17,Chicago Sky,CHI vs. WAS,L,72
2025-06-17,Los Angeles Sparks,LAS vs. SEA,L,67
2025-06-17,Indiana Fever,IND vs. CON,W,88
2025-06-17,Las Vegas Aces,LVA @ MIN,L,62
2025-06-17,Seattle Storm,SEA @ LAS,W,98
2025-06-17,Minnesota Lynx,MIN vs. LVA,W,76
2025-06-17,Dallas Wings,DAL vs. GSV,W,80
2025-06-17,Connecticut Sun,CON @ IND,L,71
2025-06-15,Chicago Sky,CHI @ CON,W,78
2025-06-15,Atlanta Dream,ATL @ WAS,W,89
2025-06-15,Phoenix Mercury,PHX @ LVA,W,76
2025-06-15,Washington Mystics,WAS vs. ATL,L,56
2025-06-15,Las Vegas Aces,LVA vs. PHX,L,70
2025-06-15,Connecticut Sun,CON vs. CHI,L,66
2025-06-14,Los Angeles Sparks,LAS @ MIN,L,78
2025-06-14,Golden State Valkyries,GSV vs. SEA,W,76
2025-06-14,Seattle Storm,SEA @ GSV,L,70
2025-06-14,Indiana Fever,IND vs. NYL,W,102
2025-06-14,New York Liberty,NYL @ IND,L,88
2025-06-14,Minnesota Lynx,MIN vs. LAS,W,101
2025-06-13,Atlanta Dream,ATL vs. CHI,W,88
2025-06-13,Las Vegas Aces,LVA vs. DAL,W,88
2025-06-13,Dallas Wings,DAL @ LVA,L,84
2025-06-13,Chicago Sky,CHI @ ATL,L,70
2025-06-11,Dallas Wings,DAL @ PHX,L,80
2025-06-11,Seattle Storm,SEA vs. MIN,W,94
2025-06-11,Phoenix Mercury,PHX vs. DAL,W,93
2025-06-11,Minnesota Lynx,MIN @ SEA,L,84
2025-06-11,Los Angeles Sparks,LAS @ LVA,W,97
2025-06-11,Las Vegas Aces,LVA vs. LAS,L,89
2025-06-10,New York Liberty,NYL vs. CHI,W,85
2025-06-10,Chicago Sky,CHI @ NYL,L,66
2025-06-10,Indiana Fever,IND @ ATL,L,58
2025-06-10,Atlanta Dream,ATL vs. IND,W,77
2025-06-09,Golden State Valkyries,GSV @ LAS,W,89
2025-06-09,Los Angeles Sparks,LAS vs. GSV,L,81
2025-06-08,Connecticut Sun,CON @ WAS,L,67
2025-06-08,Minnesota Lynx,MIN @ DAL,W,81
2025-06-08,Dallas Wings,DAL vs. MIN,L,65
2025-06-08,Washington Mystics,WAS vs. CON,W,104
2025-06-07,Phoenix Mercury,PHX vs. SEA,L,77
2025-06-07,Golden State Valkyries,GSV vs. LVA,W,95
2025-06-07,Seattle Storm,SEA @ PHX,W,89
2025-06-07,Chicago Sky,CHI vs. IND,L,52
2025-06-07,Las Vegas Aces,LVA @ GSV,L,68
2025-06-07,Indiana Fever,IND @ CHI,W,79
2025-06-06,Connecticut Sun,CON vs. ATL,W,84
2025-06-06,Dallas Wings,DAL vs. LAS,L,79
2025-06-06,Los Angeles Sparks,LAS @ DAL,W,93
2025-06-06,Atlanta Dream,ATL @ CON,L,76
2025-06-05,Golden State Valkyries,GSV @ PHX,L,77
2025-06-05,Washington Mystics,WAS vs. NYL,L,78
2025-06-05,New York Liberty,NYL @ WAS,W,86
2025-06-05,Phoenix Mercury,PHX vs. GSV,W,86
2025-06-03,Seattle Storm,SEA vs. DAL,W,83
2025-06-03,Indiana Fever,IND vs. WAS,W,85
2025-06-03,Minnesota Lynx,MIN vs. PHX,W,88
2025-06-03,Dallas Wings,DAL @ SEA,L,77
2025-06-03,Washington Mystics,WAS @ IND,L,76
2025-06-03,Phoenix Mercury,PHX @ MIN,L,65
2025-06-01,Seattle Storm,SEA vs. LVA,L,70
2025-06-01,Phoenix Mercury,PHX @ LAS,W,85
2025-06-01,Golden State Valkyries,GSV vs. MIN,L,75
2025-06-01,Las Vegas Aces,LVA @ SEA,W,75
2025-06-01,Los Angeles Sparks,LAS vs. PHX,L,80
2025-06-01,New York Liberty,NYL vs. CON,W,100
2025-06-01,Minnesota Lynx,MIN @ GSV,W,86
2025-06-01,Connecticut Sun,CON @ NYL,L,52
2025-05-31,Chicago Sky,CHI @ DAL,W,94
2025-05-31,Dallas Wings,DAL vs. CHI,L,83
2025-05-30,Los Angeles Sparks,LAS @ LVA,L,81
2025-05-30,Minnesota Lynx,MIN @ PHX,W,74
2025-05-30,Washington Mystics,WAS vs. NYL,L,63
2025-05-30,Phoenix Mercury,PHX vs. MIN,L,71
2025-05-30,Indiana Fever,IND vs. CON,L,83
2025-05-30,Atlanta Dream,ATL @ SEA,W,94
2025-05-30,Seattle Storm,SEA vs. ATL,L,87
2025-05-30,New York Liberty,NYL @ WAS,W,85
2025-05-30,Connecticut Sun,CON @ IND,W,85
2025-05-30,Las Vegas Aces,LVA vs. LAS,W,96
2025-05-29,New York Liberty,NYL vs. GSV,W,82
2025-05-29,Dallas Wings,DAL @ CHI,L,92
2025-05-29,Golden State Valkyries,GSV @ NYL,L,77
2025-05-29,Chicago Sky,CHI vs. DAL,W,97
2025-05-28,Indiana Fever,IND @ WAS,L,77
2025-05-28,Washington Mystics,WAS vs. IND,W,83
2025-05-27,Atlanta Dream,ATL @ LAS,W,88
2025-05-27,Phoenix Mercury,PHX vs. CHI,W,94
2025-05-27,Seattle Storm,SEA @ MIN,L,77
2025-05-27,Los Angeles Sparks,LAS vs. ATL,L,82
2025-05-27,Dallas Wings,DAL @ CON,W,109
2025-05-27,Minnesota Lynx,MIN vs. SEA,W,82
2025-05-27,Golden State Valkyries,GSV @ NYL,L,67
2025-05-27,Chicago Sky,CHI @ PHX,L,89
2025-05-27,Connecticut Sun,CON vs. DAL,L,87
2025-05-27,New York Liberty,NYL vs. GSV,W,95
2025-05-25,Chicago Sky,CHI @ LAS,L,78
2025-05-25,Washington Mystics,WAS @ PHX,L,62
2025-05-25,Phoenix Mercury,PHX vs. WAS,W,68
2025-05-25,Las Vegas Aces,LVA @ SEA,L,82
2025-05-25,Los Angeles Sparks,LAS vs. CHI,W,91
2025-05-25,Atlanta Dream,ATL vs. CON,W,79
2025-05-25,Connecticut Sun,CON @ ATL,L,55
2025-05-25,Seattle Storm,SEA vs. LVA,W,102
2025-05-24,Atlanta Dream,ATL vs. DAL,W,83
2025-05-24,Dallas Wings,DAL @ ATL,L,75
2025-05-24,New York Liberty,NYL @ IND,W,90
2025-05-24,Indiana Fever,IND vs. NYL,L,88
2025-05-23,Las Vegas Aces,LVA vs. WAS,W,75
2025-05-23,Phoenix Mercury,PHX @ SEA,L,70
2025-05-23,Minnesota Lynx,MIN vs. CON,W,76
2025-05-23,Washington Mystics,WAS @ LVA,L,72
2025-05-23,Seattle Storm,SEA vs. PHX,W,77
2025-05-23,Los Angeles Sparks,LAS vs. GSV,L,73
2025-05-23,Golden State Valkyries,GSV @ LAS,W,82
2025-05-23,Connecticut Sun,CON @ MIN,L,70
2025-05-22,Chicago Sky,CHI vs. NYL,L,74
2025-05-22,Atlanta Dream,ATL vs. IND,L,76
2025-05-22,Indiana Fever,IND @ ATL,W,81
2025-05-22,New York Liberty,NYL @ CHI,W,99
2025-05-21,Minnesota Lynx,MIN vs. DAL,W,85
2025-05-21,Washington Mystics,WAS @ GSV,L,74
2025-05-21,Phoenix Mercury,PHX vs. LAS,W,89
2025-05-21,Los Angeles Sparks,LAS @ PHX,L,86
2025-05-21,Dallas Wings,DAL @ MIN,L,81
2025-05-21,Golden State Valkyries,GSV vs. WAS,W,76
2025-05-20,Indiana Fever,IND vs. ATL,L,90
2025-05-20,Las Vegas Aces,LVA @ CON,W,87
2025-05-20,Connecticut Sun,CON vs. LVA,L,62
2025-05-20,Atlanta Dream,ATL @ IND,W,91
2025-05-19,Dallas Wings,DAL vs. SEA,L,71
2025-05-19,Seattle Storm,SEA @ DAL,W,79
2025-05-18,Connecticut Sun,CON vs. WAS,L,85
2025-05-18,Minnesota Lynx,MIN @ LAS,W,89
2025-05-18,Washington Mystics,WAS @ CON,W,90
2025-05-18,Los Angeles Sparks,LAS vs. MIN,L,75
2025-05-17,New York Liberty,NYL vs. LVA,W,92
2025-05-17,Indiana Fever,IND vs. CHI,W,93
2025-05-17,Seattle Storm,SEA @ PHX,L,59
2025-05-17,Chicago Sky,CHI @ IND,L,58
2025-05-17,Las Vegas Aces,LVA @ NYL,L,78
2025-05-17,Phoenix Mercury,PHX vs. SEA,W,81
2025-05-16,Washington Mystics,WAS vs. ATL,W,94
2025-05-16,Golden State Valkyries,GSV vs. LAS,L,67
2025-05-16,Los Angeles Sparks,LAS @ GSV,W,84
2025-05-16,Dallas Wings,DAL vs. MIN,L,84
2025-05-16,Minnesota Lynx,MIN @ DAL,W,99
2025-05-16,Atlanta Dream,ATL @ WAS,L,90
2025-04-13,Chicago Bulls,CHI @ PHI,W,122
2025-04-13,Boston Celtics,BOS vs. CHA,W,93
2025-04-13,Sacramento Kings,SAC vs. PHX,W,109
2025-04-13,New Orleans Pelicans,NOP vs. OKC,L,100
2025-04-13,New York Knicks,NYK @ BKN,W,113
2025-04-13,Dallas Mavericks,DAL @ MEM,L,97
2025-04-13,Washington Wizards,WAS @ MIA,W,119
2025-04-13,Brooklyn Nets,BKN vs. NYK,L,105
2025-04-13,Cleveland Cavaliers,CLE vs. IND,L,118
2025-04-13,Phoenix Suns,PHX @ SAC,L,98
2025-04-13,Minnesota Timberwolves,MIN vs. UTA,W,116
2025-04-13,Memphis Grizzlies,MEM vs. DAL,W,132
2025-04-13,Houston Rockets,HOU vs. DEN,L,111
2025-04-13,Portland Trail Blazers,POR vs. LAL,W,109
2025-04-13,Toronto Raptors,TOR @ SAS,L,118
2025-04-13,Oklahoma City Thunder,OKC @ NOP,W,115
2025-04-13,Orlando Magic,ORL @ ATL,L,105
2025-04-13,Utah Jazz,UTA @ MIN,L,105
2025-04-13,LA Clippers,LAC @ GSW,W,124
2025-04-13,Golden State Warriors,GSW vs. LAC,L,119
2025-04-13,Indiana Pacers,IND @ CLE,W,126
2025-04-13,Detroit Pistons,DET @ MIL,L,133
2025-04-13,Atlanta Hawks,ATL vs. ORL,W,117
2025-04-13,Denver Nuggets,DEN @ HOU,W,126
2025-04-13,Los Angeles Lakers,LAL @ POR,L,81
2025-04-13,Philadelphia 76ers,PHI vs. CHI,L,102
2025-04-13,Milwaukee Bucks,MIL vs. DET,W,140
2025-04-13,San Antonio Spurs,SAS vs. TOR,W,125
2025-04-13,Miami Heat,MIA vs. WAS,L,118
2025-04-13,Charlotte Hornets,CHA @ BOS,L,86
2025-04-11,San Antonio Spurs,SAS @ PHX,L,98
2025-04-11,Los Angeles Lakers,LAL vs. HOU,W,140
2025-04-11,Toronto Raptors,TOR @ DAL,L,102
2025-04-11,Oklahoma City Thunder,OKC @ UTA,W,145
2025-04-11,Houston Rockets,HOU @ LAL,L,109
2025-04-11,Memphis Grizzlies,MEM @ DEN,L,109
2025-04-11,Orlando Magic,ORL @ IND,W,129
2025-04-11,Brooklyn Nets,BKN @ MIN,L,91
2025-04-11,Utah Jazz,UTA vs. OKC,L,111
2025-04-11,Charlotte Hornets,CHA @ BOS,L,94
2025-04-11,Portland Trail Blazers,POR vs. GSW,L,86
2025-04-11,Indiana Pacers,IND vs. ORL,L,115
2025-04-11,Dallas Mavericks,DAL vs. TOR,W,124
2025-04-11,Atlanta Hawks,ATL @ PHI,W,124
2025-04-11,Sacramento Kings,SAC vs. LAC,L,100
2025-04-11,Milwaukee Bucks,MIL @ DET,W,125
2025-04-11,Chicago Bulls,CHI vs. WAS,W,119
2025-04-11,Philadelphia 76ers,PHI vs. ATL,L,110
2025-04-11,LA Clippers,LAC @ SAC,W,101
2025-04-11,Miami Heat,MIA @ NOP,W,153
2025-04-11,Phoenix Suns,PHX vs. SAS,W,117
2025-04-11,New York Knicks,NYK vs. CLE,L,102
2025-04-11,New Orleans Pelicans,NOP vs. MIA,L,104
2025-04-11,Denver Nuggets,DEN vs. MEM,W,117
2025-04-11,Detroit Pistons,DET vs. MIL,L,119
2025-04-11,Boston Celtics,BOS vs. CHA,W,130
2025-04-11,Golden State Warriors,GSW @ POR,W,103
2025-04-11,Cleveland Cavaliers,CLE @ NYK,W,108
2025-04-11,Minnesota Timberwolves,MIN vs. BKN,W,117
2025-04-11,Washington Wizards,WAS @ CHI,L,89
2025-04-10,Memphis Grizzlies,MEM vs. MIN,L,125
2025-04-10,Indiana Pacers,IND vs. CLE,W,114
2025-04-10,Brooklyn Nets,BKN vs. ATL,L,109
2025-04-10,New Orleans Pelicans,NOP @ MIL,L,111
2025-04-10,Atlanta Hawks,ATL @ BKN,W,133
2025-04-10,Minnesota Timberwolves,MIN @ MEM,W,141
2025-04-10,Detroit Pistons,DET vs. NYK,W,115
2025-04-10,New York Knicks,NYK @ DET,L,106
2025-04-10,Cleveland Cavaliers,CLE @ IND,L,112
2025-04-10,Milwaukee Bucks,MIL vs. NOP,W,136
2025-04-09,Charlotte Hornets,CHA @ TOR,L,96
2025-04-09,Utah Jazz,UTA vs. POR,W,133
2025-04-09,Boston Celtics,BOS @ ORL,L,76
2025-04-09,Sacramento Kings,SAC vs. DEN,L,116
2025-04-09,Orlando Magic,ORL vs. BOS,W,96
2025-04-09,Chicago Bulls,CHI vs. MIA,W,119
2025-04-09,San Antonio Spurs,SAS @ GSW,W,114
2025-04-09,Oklahoma City Thunder,OKC @ PHX,W,125
2025-04-09,Phoenix Suns,PHX vs. OKC,L,112
2025-04-09,Los Angeles Lakers,LAL @ DAL,W,112
2025-04-09,Denver Nuggets,DEN @ SAC,W,124
2025-04-09,Toronto Raptors,TOR vs. CHA,W,126
2025-04-09,Miami Heat,MIA @ CHI,L,111
2025-04-09,Dallas Mavericks,DAL vs. LAL,L,97
2025-04-09,Portland Trail Blazers,POR @ UTA,L,126
2025-04-09,Houston Rockets,HOU @ LAC,L,117
2025-04-09,Philadelphia 76ers,PHI @ WAS,W,122
2025-04-09,LA Clippers,LAC vs. HOU,W,134
2025-04-09,Golden State Warriors,GSW vs. SAS,L,111
2025-04-09,Washington Wizards,WAS vs. PHI,L,103
2025-04-08,Charlotte Hornets,CHA vs. MEM,L,100
2025-04-08,Atlanta Hawks,ATL @ ORL,L,112
2025-04-08,Brooklyn Nets,BKN vs. NOP,W,119
2025-04-08,Washington Wizards,WAS @ IND,L,98
2025-04-08,New Orleans Pelicans,NOP @ BKN,L,114
2025-04-08,San Antonio Spurs,SAS @ LAC,L,117
2025-04-08,Indiana Pacers,IND vs. WAS,W,104
2025-04-08,Los Angeles Lakers,LAL @ OKC,L,120
2025-04-08,Boston Celtics,BOS @ NYK,W,119
2025-04-08,Memphis Grizzlies,MEM @ CHA,W,124
2025-04-08,Chicago Bulls,CHI @ CLE,L,113
2025-04-08,Orlando Magic,ORL vs. ATL,W,119
2025-04-08,Milwaukee Bucks,MIL vs. MIN,W,110
2025-04-08,Minnesota Timberwolves,MIN @ MIL,L,103
2025-04-08,Cleveland Cavaliers,CLE vs. CHI,W,135
2025-04-08,LA Clippers,LAC vs. SAS,W,122
2025-04-08,Phoenix Suns,PHX vs. GSW,L,95
2025-04-08,Golden State Warriors,GSW @ PHX,W,133
2025-04-08,New York Knicks,NYK vs. BOS,L,117
2025-04-08,Oklahoma City Thunder,OKC vs. LAL,W,136
2025-04-07,Philadelphia 76ers,PHI @ MIA,L,105
2025-04-07,Miami Heat,MIA vs. PHI,W,117
2025-04-07,Detroit Pistons,DET vs. SAC,L,117
2025-04-07,Sacramento Kings,SAC @ DET,W,127
2025-04-06,New York Knicks,NYK vs. PHX,W,112
2025-04-06,San Antonio Spurs,SAS @ POR,L,109
2025-04-06,Los Angeles Lakers,LAL @ OKC,W,126
2025-04-06,New Orleans Pelicans,NOP vs. MIL,L,107
2025-04-06,Cleveland Cavaliers,CLE vs. SAC,L,113
2025-04-06,Washington Wizards,WAS @ BOS,L,90
2025-04-06,Atlanta Hawks,ATL vs. UTA,W,147
2025-04-06,Golden State Warriors,GSW vs. HOU,L,96
2025-04-06,Milwaukee Bucks,MIL @ NOP,W,111
2025-04-06,Houston Rockets,HOU @ GSW,W,106
2025-04-06,Charlotte Hornets,CHA vs. CHI,L,117
2025-04-06,Portland Trail Blazers,POR vs. SAS,W,120
2025-04-06,Sacramento Kings,SAC @ CLE,W,120
2025-04-06,Boston Celtics,BOS vs. WAS,W,124
2025-04-06,Indiana Pacers,IND @ DEN,W,125
2025-04-06,Oklahoma City Thunder,OKC vs. LAL,L,99
2025-04-06,Toronto Raptors,TOR @ BKN,W,120
2025-04-06,Chicago Bulls,CHI @ CHA,W,131
2025-04-06,Denver Nuggets,DEN vs. IND,L,120
2025-04-06,Utah Jazz,UTA @ ATL,L,134
2025-04-06,Brooklyn Nets,BKN vs. TOR,L,109
2025-04-06,Phoenix Suns,PHX @ NYK,L,98
2025-04-05,Miami Heat,MIA vs. MIL,L,115
2025-04-05,Milwaukee Bucks,MIL @ MIA,W,121
2025-04-05,Atlanta Hawks,ATL vs. NYK,L,105
2025-04-05,Detroit Pistons,DET vs. MEM,L,103
2025-04-05,Philadelphia 76ers,PHI vs. MIN,L,109
2025-04-05,Memphis Grizzlies,MEM @ DET,W,109
2025-04-05,Minnesota Timberwolves,MIN @ PHI,W,114
2025-04-05,LA Clippers,LAC vs. DAL,W,135
2025-04-05,New York Knicks,NYK @ ATL,W,121
2025-04-05,Dallas Mavericks,DAL @ LAC,L,104
2025-04-04,Portland Trail Blazers,POR @ CHI,L,113
2025-04-04,Cleveland Cavaliers,CLE @ SAS,W,114
2025-04-04,Los Angeles Lakers,LAL vs. NOP,W,124
2025-04-04,Detroit Pistons,DET @ TOR,W,117
2025-04-04,Houston Rockets,HOU vs. OKC,W,125
2025-04-04,Golden State Warriors,GSW vs. DEN,W,118
2025-04-04,San Antonio Spurs,SAS vs. CLE,L,113
2025-04-04,Charlotte Hornets,CHA vs. SAC,L,102
2025-04-04,Chicago Bulls,CHI vs. POR,W,118
2025-04-04,Denver Nuggets,DEN @ GSW,L,104
2025-04-04,LA Clippers,LAC vs. DAL,W,114
2025-04-04,Toronto Raptors,TOR vs. DET,L,105
2025-04-04,Indiana Pacers,IND vs. UTA,W,140
2025-04-04,Utah Jazz,UTA @ IND,L,112
2025-04-04,Sacramento Kings,SAC @ CHA,W,125
2025-04-04,Boston Celtics,BOS vs. PHX,W,123
2025-04-04,Oklahoma City Thunder,OKC @ HOU,L,111
2025-04-04,Dallas Mavericks,DAL @ LAC,L,91
2025-04-04,Phoenix Suns,PHX @ BOS,L,103
2025-04-04,New Orleans Pelicans,NOP @ LAL,L,108
2025-04-03,Los Angeles Lakers,LAL vs. GSW,L,116
2025-04-03,Memphis Grizzlies,MEM @ MIA,W,110
2025-04-03,Minnesota Timberwolves,MIN @ BKN,W,105
2025-04-03,Golden State Warriors,GSW @ LAL,W,123
2025-04-03,Brooklyn Nets,BKN vs. MIN,L,90
2025-04-03,Portland Trail Blazers,POR @ TOR,W,112
2025-04-03,Washington Wizards,WAS vs. ORL,L,97
2025-04-03,Milwaukee Bucks,MIL @ PHI,W,126
2025-04-03,Miami Heat,MIA vs. MEM,L,108
2025-04-03,Orlando Magic,ORL @ WAS,W,109
2025-04-03,Philadelphia 76ers,PHI vs. MIL,L,113
2025-04-03,Toronto Raptors,TOR vs. POR,L,103
2025-04-02,New York Knicks,NYK @ CLE,L,105
2025-04-02,Atlanta Hawks,ATL @ DAL,L,118
2025-04-02,Utah Jazz,UTA @ HOU,L,105
2025-04-02,Miami Heat,MIA @ BOS,W,124
2025-04-02,Washington Wizards,WAS vs. SAC,W,116
2025-04-02,New Orleans Pelicans,NOP @ LAC,L,98
2025-04-02,Cleveland Cavaliers,CLE vs. NYK,W,124
2025-04-02,Detroit Pistons,DET @ OKC,L,103
2025-04-02,San Antonio Spurs,SAS @ DEN,W,113
2025-04-02,Dallas Mavericks,DAL vs. ATL,W,120
2025-04-02,Houston Rockets,HOU vs. UTA,W,143
2025-04-02,Indiana Pacers,IND vs. CHA,W,119
2025-04-02,Oklahoma City Thunder,OKC vs. DET,W,119
2025-04-02,Boston Celtics,BOS vs. MIA,L,103
2025-04-02,Sacramento Kings,SAC @ WAS,L,111
2025-04-02,Denver Nuggets,DEN vs. SAS,L,106
2025-04-02,Charlotte Hornets,CHA @ IND,L,105
2025-04-02,LA Clippers,LAC vs. NOP,W,114
2025-04-01,Atlanta Hawks,ATL vs. POR,L,113
2025-04-01,Orlando Magic,ORL @ SAS,W,116
